speaker,minute,text,event,id
Joe Biden,23:25:00,"14,000 people died, not 200,000.",1st Presidential Debate 2020,E06sGvr0Fh
Donald Trump,23:27:00,"A far less lethal disease, by the way.",1st Presidential Debate 2020,O4L17HxHdF
Chris Wallace,23:32:00,"Sir, you made a point. Let him answer it.",1st Presidential Debate 2020,5on4QF7fIC
Joe Biden,23:33:00,"And there was no one … We didn’t shut down the economy. This is his economy he shut down. The reason it’s shut down is because, look, you folks at home. How many of you got up this morning and had an empty chair at the kitchen table because someone died of COVID? How many of you are in a situation where you lost your mom or dad and you couldn’t even speak to them, you had a nurse holding a phone up so you could in fact say goodbye?",1st Presidential Debate 2020,K0kEHR3Pae
Donald Trump,23:57:00,"We would have lost far more people, far more people. You would have been months late. You’re months behind me, Joe.",1st Presidential Debate 2020,AyjVSQLTdo
Joe Biden,24:03:00,"His own CDC Director says we could lose as many as another 200,000 people between now and the end of the year. And he said, if we just wear a mask, we can save half those numbers. Just a mask. And by the way, in terms of the whole notion of a vaccine, we’re for a vaccine, but I don’t trust him at all. Nor do you. I know you don’t. What we trust is a scientist.",1st Presidential Debate 2020,XXzaZP4M48
Donald Trump,24:25:00,"You don’t trust Johnson & Johnson, Pfizer?",1st Presidential Debate 2020,XxbFJjBmnK
Chris Wallace,NA,"Okay, gentlemen, gentlemen. Let me move on to questions about the future because you both have touched on two of the questions I’m going to ask. Focusing on the future first, President Trump, you have repeatedly either contradicted or been at odds with some of your governments own top scientists. The week before last, the Head of the Centers for Disease Control, Dr. Redfield said it would be summer before the vaccine would become generally available to the public. You said that he was confused and mistaken. Those were your two words. But Dr. Slaoui, the head of your Operation Warp Speed, has said exactly the same thing. Are they both wrong?",1st Presidential Debate 2020,SvXI7NbhBT
Donald Trump,00:15:00,"Well, I’ve spoken to the companies and we can have it a lot sooner. It’s a very political thing because people like this would rather make it political than save lives.",1st Presidential Debate 2020,BOGItwGVk3
Joe Biden,00:22:00,God.,1st Presidential Debate 2020,lJDT8MB5a9
Donald Trump,00:23:00,"It is a very political thing. I’ve spoken to Pfizer, I’ve spoken to all of the people that you have to speak to, Moderna, Johnson & Johnson, and others. They can go faster than that by a lot. It’s become very political because the left… Or I don’t know if I call them left, I don’t know what I call them.",1st Presidential Debate 2020,GvKbcCEHJm
Chris Wallace,00:38:00,"So you’re suggesting that the head of your Operation Warp Speed, Dr. Slaoui-",1st Presidential Debate 2020,rC27fyLYt6
Donald Trump,00:42:00,"I disagree with him. No, I disagree with both of them. And he didn’t say that. He said it could be there, but it could also be much sooner. I had him in my office two days ago.",1st Presidential Debate 2020,r4uqNVuYO6
Chris Wallace,00:49:00,"He talked about the summer, sir, before it’s generally available, just like Dr. Redfield.",1st Presidential Debate 2020,ZCmHYQwb6S
Donald Trump,00:53:00,Because he said it’s a possibility that we’ll have the answer before November 1st. It could also be after that.,1st Presidential Debate 2020,CJf71vWVwM
Chris Wallace,00:59:00,"I’m talking about when it’s generally available, not-",1st Presidential Debate 2020,cwjEj8Zj8T
Donald Trump,01:00:00,"Well, we’re going to deliver it right away. We have the military all set up. Logistically, they’re all set up. We have our military that delivers soldiers and they can do 200,000 a day. They’re going to be delivering-",1st Presidential Debate 2020,hlvgzilqYa
Joe Biden,01:11:00,This is the same man who told you-,1st Presidential Debate 2020,2OmfgH2AJU
Donald Trump,01:13:00,It’s all set up.,1st Presidential Debate 2020,JHT65VYK1C
Joe Biden,01:14:00,"… by Easter, this would be gone away. By the warm weather, it’d be gone. Miraculous, like a miracle. And by the way, maybe you could inject some bleach in your arm, and that would take care of it. This is the same man.",1st Presidential Debate 2020,1gEgCvqZ8p
Donald Trump,01:24:00,"That was said sarcastically, and you know that. That was said sarcastically.",1st Presidential Debate 2020,kIELoavzAC
Joe Biden,01:28:00,"So here’s the deal. This man is talking about a vaccine. Every serious company is talking about maybe having a vaccine done by the end of the year, but the distribution of that vaccine will not occur until sometime beginning of the middle of next year to get it out, if we get the vaccine. And pray God we will. Pray God we will.",1st Presidential Debate 2020,j9iEyaAIbS
Chris Wallace,01:49:00,"Mr. Vice President, I want to pick up-",1st Presidential Debate 2020,7dNxLzrnjK
Donald Trump,01:50:00,You’ll have the vaccine sooner than that.,1st Presidential Debate 2020,qdqulYqM5k
Chris Wallace,01:51:00,"I want to pick up on this question though. You say the public can trust the scientists, but they can’t trust President Trump. In fact, you said that again tonight. Your running mate, Senator Harris, goes further, saying that public health experts quote, “Will be muzzled, will be suppressed.” Given the fact that polls already show that people are concerned about the vaccine and are reluctant to take it, are you and your running mate, Senator Harris, contributing to that fear?",1st Presidential Debate 2020,7OyMNasOLT
Joe Biden,02:18:00,No more than the question you just asked him. You pointed out he puts pressure and disagrees with his own scientists.,1st Presidential Debate 2020,C9dE9ma71I
Chris Wallace,02:25:00,But you’re saying you can’t-,1st Presidential Debate 2020,aNCIQnpaSj
Joe Biden,02:26:00,Everybody knows-,1st Presidential Debate 2020,aV2ikqLsZb
Chris Wallace,02:26:00,Or Senator Harris is saying you can’t trust the scientist.,1st Presidential Debate 2020,CnIuw4dipc
Joe Biden,02:28:00,"Well, no, no. You can trust the scientist. She didn’t say that. You can trust the-",1st Presidential Debate 2020,87IqlLsfHy
Chris Wallace,02:32:00,"She said that public health experts quote, “Will be muzzled, will be suppressed.”",1st Presidential Debate 2020,dKNBdoqLbg
Joe Biden,02:36:00,"Yes. Well, that’s what he’s going to try to do, but there’s thousands of scientists out there, like here at this great hospital that don’t work for him. Their job doesn’t depend on him. They’re the people… And by the way-",1st Presidential Debate 2020,FgES9e2fuu
Donald Trump,02:51:00,We spoke to the scientists that are in charge-,1st Presidential Debate 2020,tEa3ZGkpmu
Joe Biden,02:53:00,By the way-,1st Presidential Debate 2020,80ovWkmpDk
Donald Trump,02:53:00,… they will have the vaccine very soon.,1st Presidential Debate 2020,uS0zjhosKS
Chris Wallace,02:55:00,Let him finish.,1st Presidential Debate 2020,WdvVyxW3qF
Joe Biden,02:55:00,"Do you believe for a moment what he’s telling you in light of all the lies he’s told you about the whole issue relating to COVID? He still hasn’t even acknowledged that he knew this was happening, knew how dangerous it was going to be back in February, and he didn’t even tell you. He’s on record as saying it. He panicked or he just looked at the stock market. One of the two. Because guess what? A lot of people died and a lot more are going to die unless he gets a lot smarter, a lot quicker-",1st Presidential Debate 2020,8VzBy36KUa
Chris Wallace,03:27:00,Mr. President?,1st Presidential Debate 2020,UwBXXVCVyv
Donald Trump,03:28:00,"Did you use the word smart? So you said you went to Delaware State, but you forgot the name of your college. You didn’t go to Delaware State. You graduated either the lowest or almost the lowest in your class. Don’t ever use the word smart with me. Don’t ever use that word.",1st Presidential Debate 2020,frQZBIeQbl
Joe Biden,03:44:00,"Oh, give me a break.",1st Presidential Debate 2020,usArmqrB9L
Donald Trump,03:44:00,"Because you know what? There’s nothing smart about you, Joe. 47 years you’ve done nothing.",1st Presidential Debate 2020,LHLlo9NTDv
Joe Biden,03:49:00,"Well, let’s have this debate-",1st Presidential Debate 2020,84MSzm7wLp
Donald Trump,03:51:00,"Let me just tell you something, Joe. If you would have had the charge of what I was put through, I had to close the greatest economy of the history of our country. And by the way, now it’s being built again and it’s going up fast.",1st Presidential Debate 2020,5yG7xpDlVo
Chris Wallace,04:02:00,"We’ll get to the economy in the next segment, sir.",1st Presidential Debate 2020,I48DdWsGFQ
Donald Trump,04:04:00,Okay. It’s going up fast. I look forward to talking about it.,1st Presidential Debate 2020,mFYNpF6zKs
Chris Wallace,04:06:00,"Okay. When it comes to how the virus has been handled so far, the two of you have taken very different approaches, and this is going to affect how the virus is handled going forward by whichever of you ends up becoming the next president. I want to quickly go through several of those. Reopenings. Vice President Biden, you have been much more reluctant than President Trump about reopening the economy and schools. Why, sir?",1st Presidential Debate 2020,K75k4nVAuo
Joe Biden,04:31:00,"Because he doesn’t have a plan. If I were running it, I’d know what the plan is. You’ve got to provide these businesses the ability to have the money to be able to reopen with the PPE, as well as with the sanitation they need. You have to provide them classic-",1st Presidential Debate 2020,sG82qdC8GF
Donald Trump,04:45:00,Tell that to Nancy Pelosi.,1st Presidential Debate 2020,rg1qexuR41
Joe Biden,04:47:00,Will he just shush for a minute?,1st Presidential Debate 2020,yUjUI8PFSK
Donald Trump,04:49:00,"Tell that to Nancy Pelosi, and Schumer [crosstalk 00:04:52] Chuck.",1st Presidential Debate 2020,H9PUlGKPqI
Joe Biden,04:52:00,"Nancy Pelosi and Schumer, they have a plan. He won’t even meet with them. The Republicans won’t meet in the Senate. He sits in his golf course. Well, I mean, literally, think about it. Think about it.",1st Presidential Debate 2020,4i1d5oTTwV
Donald Trump,05:04:00,"You probably play more than I do, Joe.",1st Presidential Debate 2020,sJbCdp7Qpe
Chris Wallace,05:06:00,What about this question of reopenings and the fact-,1st Presidential Debate 2020,qWDonXFT6h
Donald Trump,05:08:00,"Well, he wants to shut down this country and I want to keep it open, and we did a great thing by shutting it down-",1st Presidential Debate 2020,iXAgs2ify1
Joe Biden,05:15:00,You just admitted you’d shut it down.,1st Presidential Debate 2020,9vu0lcSllp
Donald Trump,05:15:00,"Wait a minute, Joe. Let me shut you down for a second, Joe, just for one second. He wants to shut down the country. We just went through it. We had to, because we didn’t know anything about the disease. Now we’ve found that elderly people with heart problems and diabetes and different problems are very, very vulnerable. We learned a lot. Young children aren’t, even younger people aren’t. We’ve learned a lot, but he wants to shut it down. More people will be hurt by continuing. If you look at Pennsylvania, if you look at certain states that have been shut down, they have Democrat governors, all, one of the reasons they shut down is because they want to keep it shut down until after the election on November 3rd.",1st Presidential Debate 2020,eHnHCNprRK
