"text","cmp_code","eu_code"
"including by raising the federal minimum wage so it reaches $15 an hour by 2026.","412",NA
"Raising the federal minimum wage, so fewer workers are forced to hold down multiple jobs to make ends meet, will significantly decrease risks of infection from COVID-19 and in the future.","412",NA
"We know that strong American labor unions help increase wages and job standards for workers across the economy,","701",NA
"which is why Democrats will prioritize passing the PRO Act","701",NA
"and restoring workers’ rights, including the right to launch secondary boycotts.","701",NA
"We will repeal so-called “right to work” laws that undermine worker power and lead to lower wages and less protection for workers across the economy,","701",NA
"and ensure those who have been left without wage and hour protections for decades—including domestic workers and farmworkers—have the same rights as other workers.","701",NA
"Democrats will support legislation to strengthen whistleblower and anti-retaliation protections for workers who speak for themselves or their coworkers.","701",NA
"And we will take action to rein in anti-competitive corporate power by rewriting the rules that have undermined workers’ ability to advocate for themselves, including non-compete clauses, no-poaching agreements, and contracts that force workers into mandatory arbitration to resolve violations of employment laws.","701",NA
"Democrats will recognize unions with majority sign-up—via “card check” processes—","701",NA
"and ban captive audience meetings, which employers use to bully and browbeat workers.","701",NA
"We will hold executives personally accountable if they interfere in workers’ efforts to organize, including issuing criminal penalties for intentional obstruction.","701",NA
"We will take action to guarantee that when workers come to the table, they are able to bargain with the employers who actually hold the power, including franchisors,","405",NA
"and penalize companies that bargain in bad faith with their workers.","405",NA
"Democrats will vigorously protect all private-sector workers’ right to strike without fear of coercion, interference, and undue delay.","701",NA
"We will also establish the federal government's role in promoting and facilitating collective bargaining and helping the parties bring their negotiations to a rapid and successful conclusion,","405",NA
"committing to a high standard for intervening in strikes, including under the Railway Labor Act.","405",NA
"The right of workers to come together and form a union is under attack.","701",NA
"We must unrig the rules that block workers from having the union they want and update our labor laws to make it more possible.","701",NA
"We must change labor law so that it is easier for unions and employers to enter into multi-employer agreements establishing minimum workplace standards related to wages, benefits, and working conditions.","405",NA
"Democrats believe taxpayer dollars should never flow to employers who steal workers’ wages, violate labor laws, engage in union-busting, or exploit immigrant workers to depress working conditions for all workers.","701",NA
"We will increase funding and staffing at the Department of Labor to aggressively enforce wage, hour, health, and safety rules across the economy.","405",NA
"Democrats believe employees who are being misclassified, including gig and platform workers, deserve wage and workplace protections including minimum wage and overtime pay,","701",NA
"and we support using the ABC test to determine employee status.","701",NA
"Democrats believe that all workers should be able to hold their employers accountable for unpaid or underpaid wages, regardless of corporate structure.","701",NA
"We support using grants and collaborative relationships with community organizations to ensure that workers know their rights and responsibilities under the law.","701",NA
"Democrats will strengthen labor rights for the more than 20 million public-sector employees in the United States by passing the Public Service Freedom to Negotiate Act, which would provide a federal guarantee for public-sector employees to bargain for better pay and benefits and the working conditions they deserve.","701",NA
"We cannot hope to raise wages without taking on the profound racial biases at work in our employment system.","503",NA
"The wage gap between Black workers and white workers is higher today than it was 20 years ago.","503",NA
"It takes a typical Black woman 19 months to earn what a typical white man earns in 12 months—and for typical Latinas and Native American women, it takes almost two years.","503",NA
"Democrats believe we need to be much more proactive and aggressive in rooting out discrimination in our employment system.","503",NA
"We will increase funding to the Equal Employment Opportunity Commission","503",NA
"and increase its authority to initiate directed investigations into civil rights violations, violations of the rights of people with disabilities, and violations against LGBTQ+ people, especially transgender women of color.","503",NA
"Federal contractors should be required to develop and disclose plans to recruit and promote people of color, women, LGBTQ+ people, people with disabilities, and veterans —and be held accountable for delivering.","503",NA
